index,name,platform,publisher,developer,cscore,uscore,date,genre
2287,Beyond Good & Evil,PC,Not specified,UbisoftMontpellier,8.3,8.6,2003,"Action, Adventure, Fantasy, General, Fantasy"
2288,LocoRoco,PlayStationPortable,Not specified,SCEJapanStudio,8.3,8.7,2006,"Action, Platformer, Platformer, 2D, 2D"
2289,MLB 06: The Show,PlayStationPortable,Not specified,SCEASanDiegoStudios,8.3,8.2,2006,"Sports, Traditional, Team, Baseball, Sim, Sim"
2290,Anno 2070,PC,Not specified,"BlueByte,RelatedDesigns",8.3,7.1,2011,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General"
2291,SMITE,PC,Not specified,Hi-RezStudios,8.3,8.1,2014,"Role-Playing, Strategy, Real-Time, Massively Multiplayer Online, Fantasy, MOBA, MOBA"
2292,Life is Strange 2: Episode 5 - Wolves,PC,Not specified,DONTNODEntertainment,8.3,5.8,2019,"Action, Adventure, General"
2293,Alien: Isolation,Switch,Not specified,"CreativeAssembly,FeralInteractive",8.3,8.5,2019,"Action, Adventure, Survival"
2294,Donkey Kong Country Returns 3D,3DS,Not specified,MonsterGamesInc.,8.3,8.3,2013,"Action, General, Platformer, Platformer, 2D, 2D"
2295,Guacamelee! 2,PlayStation4,Not specified,DrinkBoxStudios,8.3,8.1,2018,"Action, Platformer, 2D"
2296,Unreal Championship,Xbox,Not specified,DigitalExtremes,8.3,8.4,2002,"Action, Shooter, First-Person, Sci-Fi"
2297,Halo: Combat Evolved,PC,Not specified,GearboxSoftware,8.3,7.6,2003,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
2298,Ultra Street Fighter IV,PlayStation3,Not specified,Capcom,8.3,7.6,2014,"Fighting, 3D, Action, Fighting, 2D, 3D"
2299,ESPN NBA 2K5,PlayStation2,Not specified,VisualConcepts,8.3,7.5,2004,"Sports, Traditional, Basketball, Sim"
2300,Darksiders II,Xbox360,Not specified,VigilGames,8.3,8.2,2012,"Action, Adventure, Modern, Fantasy, Fantasy, Open-World"
2301,FAR: Lone Sails,PlayStation4,Not specified,Okomotive,8.3,5.4,2019,"Action, Platformer, 2D"
2302,Valkyria Chronicles 4,PC,Not specified,Sega,8.3,8.2,2018,"Strategy, Turn-Based, Tactics"
2303,Overcooked! 2,XboxOne,Not specified,GhostTownGamesLtd.,8.3,6.3,2018,"Action, Arcade"
2304,Mega Man Legacy Collection,Switch,Not specified,Capcom,8.3,8.8,2018,"Miscellaneous, Compilation"
2305,FIFA 18,XboxOne,Not specified,EAVancouver,8.3,3.2,2017,"Sports, Team, Soccer, Sim"
2306,Final Fantasy X / X-2 HD Remaster,PC,Not specified,SquareEnix,8.3,8.2,2016,"Miscellaneous, Compilation"
2307,Battlefield 3: Back to Karkand,Xbox360,Not specified,EADICE,8.3,6.9,2011,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade"
2308,Bloodstained: Ritual of the Night,PlayStation4,Not specified,ArtPlay,8.3,8.4,2019,"Action, Platformer, 2D, Role-Playing, Action RPG"
2309,N+,Xbox360,Not specified,SlickEntertainment,8.3,8.3,2008,"Action, Platformer, Platformer, 2D, 2D"
2310,Guild Wars 2: Path of Fire,PC,Not specified,ArenaNet,8.3,7.4,2017,"Role-Playing, Massively Multiplayer"
2311,Fallout 3: Point Lookout,Xbox360,Not specified,BethesdaGameStudios,8.3,8.3,2009,"Role-Playing, First-Person, First-Person, General, Western-Style"
2312,Baldurs Gate: Dark Alliance,Xbox,Not specified,SnowblindStudios,8.3,8.5,2002,"Role-Playing, Action RPG"
2313,No More Heroes,Wii,Not specified,GrasshopperManufacture,8.3,8.6,2008,"Action, ""Beat-Em-Up"", ""Beat-Em-Up"", 3D"
2314,Fight Night Round 3,Xbox,Not specified,EAChicago,8.3,8.4,2006,"Sports, Traditional, Boxing"
2315,Shin Megami Tensei IV,3DS,Not specified,Atlus,8.3,6.6,2013,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
2316,Sonic Mania,XboxOne,Not specified,"SegaSoft,Sega,PagodaWestGames",8.3,7.4,2017,"Action, Platformer, 2D"
2317,Hellblade: Senuas Sacrifice,PC,Not specified,NinjaTheory,8.3,8.1,2017,"Action, Adventure, General"
2318,Bayonetta & Vanquish,XboxOne,Not specified,PlatinumGames,8.3,8.0,2020,"Miscellaneous, Compilation"
2319,Assassins Creed IV: Black Flag,PlayStation4,Not specified,Ubisoft,8.3,7.9,2013,"Action, Adventure, Historic, Historic, Open-World"
2320,Silent Storm,PC,Not specified,NivalInteractive,8.3,8.7,2004,"Strategy, Turn-Based, Historic, Historic, Tactics"
2321,Need for Speed Underground,GameCube,Not specified,ElectronicArts,8.3,8.2,2003,"Driving, Racing, GT / Street"
2322,FIFA Soccer 2004,GameCube,Not specified,EACanada,8.3,6.3,2003,"Sports, Traditional, Soccer, Sim"
2323,Command & Conquer: Generals - Zero Hour,PC,Not specified,EALA,8.3,8.9,2003,"Strategy, Real-Time, Modern, General, Modern"
2324,Homeworld 2,PC,Not specified,Relic,8.3,8.4,2003,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General"
2325,Wakeboarding Unleashed Featuring Shaun Murray,PlayStation2,Not specified,ShabaGames,8.3,7.9,2003,"Sports, Alternative, Wakeboarding"
2326,Phantasy Star Online Episode I & II,Xbox,Not specified,SonicTeam,8.3,8.1,2003,"Role-Playing, Action RPG"
2327,Galactic Civilizations,PC,Not specified,Stardock,8.3,7.7,2003,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, 4X"
2328,Rygar: The Legendary Adventure,PlayStation2,Not specified,Tecmo,8.3,8.2,2002,"Action, Adventure, Fantasy"
2329,EverQuest: The Shadows of Luclin,PC,Not specified,SonyOnlineEntertainment,8.3,7.2,2001,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy"
2330,The Typing of the Dead,Dreamcast,Not specified,Smilebit,8.3,7.8,2001,"Action, General"
2331,Halo 3: ODST,Xbox360,Not specified,"BungieSoftware,Bungie",8.3,7.4,2009,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
2332,Ghost Trick: Phantom Detective,DS,Not specified,Capcom,8.3,9.7,2011,"Adventure, General, General"
2333,Pure,PlayStation3,Not specified,BlackRockStudio,8.3,7.5,2008,"Driving, Racing, Arcade, Arcade, Automobile"
2334,Crash Team Racing: Nitro-Fueled,PlayStation4,Not specified,Beenox,8.3,6.9,2019,"Racing, Arcade, Automobile"
2335,Wreckfest,XboxOne,Not specified,Bugbear,8.3,6.5,2019,"Racing, General, Arcade, Automobile"
2336,PixelJunk Monsters,PlayStation3,Not specified,Q-Games,8.3,8.2,2008,"Strategy, Real-Time, Fantasy, Fantasy, Defense"
2337,MLB Power Pros,Wii,Not specified,Konami,8.3,8.0,2007,"Sports, Traditional, Team, Baseball, Arcade, Arcade"
2338,Forgotton Anne,XboxOne,Not specified,ThroughlineGames,8.3,6.3,2018,"Adventure, General"
2339,Orcs Must Die!,PC,Not specified,RobotEntertainment,8.3,8.0,2011,"Action, Strategy, General, Real-Time, General, Defense"
2340,Tony Hawks Underground 2,PlayStation2,Not specified,NeversoftEntertainment,8.3,8.6,2004,"Sports, Alternative, Skateboarding"
2341,Persona Q: Shadow of the Labyrinth,3DS,Not specified,Atlus,8.3,5.7,2014,"Role-Playing, Console-style RPG, Japanese-Style"
2342,DiRT,Xbox360,Not specified,Codemasters,8.3,7.4,2007,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile"
2343,Life is Strange,PC,Not specified,DONTNODEntertainment,8.3,8.6,2015,"Action, Adventure, Sci-Fi, General"
2344,Comet Crash,PlayStation3,Not specified,Pelfast,8.3,7.6,2009,"Strategy, General, General"
2345,Kingdom Hearts III,PlayStation4,Not specified,SquareEnix,8.3,8.0,2019,"Action RPG, Action, Adventure, Fantasy, Role-Playing, Action RPG"
2346,The Incredible Hulk: Ultimate Destruction,PlayStation2,Not specified,RadicalEntertainment,8.3,8.7,2005,"Action, Adventure, Sci-Fi"
2347,Steins;Gate,PlayStationVita,Not specified,5pb,8.3,8.8,2015,"Adventure, General, Visual Novel"
2348,Beyond Good & Evil HD,PlayStation3,Not specified,Ubisoft,8.3,8.5,2011,"Action, Adventure, Fantasy, General, Fantasy"
2349,Fable: The Lost Chapters,PC,Not specified,LionheadStudios,8.3,8.6,2005,"Role-Playing, Action RPG, Action RPG"
2350,Resident Evil 5,Xbox360,Not specified,Capcom,8.3,7.5,2009,"Action, Adventure, Horror, Horror, Survival"
2351,Mega Man 9,Wii,Not specified,IntiCreates,8.3,8.8,2008,"Action, Platformer, Platformer, 2D, 2D"
2352,WHAT THE GOLF?,PC,Not specified,Triband,8.3,7.8,2019,"Sports, Individual, Golf, Arcade"
2353,Call of Duty: Black Ops 4,PC,Not specified,Treyarch,8.3,3.1,2018,"Action, Shooter, First-Person, Tactical"
2354,Prey: Mooncrash,PlayStation4,Not specified,ArkaneStudios,8.3,7.1,2018,"Action, Shooter, First-Person, Arcade"
2355,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,PlayStationVita,Not specified,GaijinGames,8.3,7.2,2013,"Action, Miscellaneous, Rhythm, Music, Music"
2356,Racing Gears Advance,GameBoyAdvance,Not specified,"OrbitalMedia,Inc.",8.3,8.2,2005,"Driving, Racing, Arcade"
2357,Dead or Alive Ultimate,Xbox,Not specified,TeamNinja,8.3,8.8,2004,"Miscellaneous, Compilation"
2358,Darkest Dungeon,PlayStation4,Not specified,RedHookStudios,8.3,7.8,2016,"Role-Playing, General"
2359,Street Fighter X Tekken,Xbox360,Not specified,Capcom,8.3,4.5,2012,"Action, Fighting, Fighting, 3D, 2D, 3D"
2360,LEGO Star Wars II: The Original Trilogy,PlayStationPortable,Not specified,TravellersTales,8.3,8.1,2006,"Action, Adventure, Sci-Fi, Sci-Fi, General"
2361,Deus Ex: Mankind Divided,PC,Not specified,"EidosMontreal,NixxesSoftware",8.3,6.7,2016,"Action, Adventure, General"
2362,Bleed 2,PC,Not specified,BootdiskRevolution,8.3,7.0,2017,"Action, Platformer, 2D"
2363,Call of Duty: Black Ops II,Xbox360,Not specified,Treyarch,8.3,5.1,2012,"Action, Shooter, Shooter, First-Person, Historic, Modern, Modern, Arcade"
2364,Madden NFL 11,PlayStation3,Not specified,EATiburon,8.3,6.1,2010,"Sports, Traditional, Team, Football, Sim, Sim"
2365,Bushido Blade,PlayStation,Not specified,LightWeight,8.3,8.6,1997,"Action, Fighting, 3D"
2366,NBA 2K10,PlayStation3,Not specified,VisualConcepts,8.3,7.8,2009,"Sports, Traditional, Team, Basketball, Sim, Sim"
2367,NBA 2K7,Xbox,Not specified,"KushGames,VisualConcepts",8.3,7.5,2006,"Sports, Traditional, Basketball, Sim"
2368,Resident Evil HD Remaster,PlayStation4,Not specified,Capcom,8.3,8.5,2015,"Horror, Action, Adventure, Survival"
2369,Unreal Tournament III,PC,Not specified,EpicGames,8.3,8.0,2007,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
2370,This War of Mine,PC,Not specified,11bitstudios,8.3,8.3,2014,"Action, Strategy, Real-Time, General"
2371,Devil Daggers,PC,Not specified,Sorath,8.3,7.2,2016,"Action, Shooter, First-Person, Arcade"
2372,Puyo Puyo Tetris,PlayStation4,Not specified,"Sega,SonicTeam",8.3,7.3,2017,"Puzzle, Stacking"
2373,Dark Souls II: Crown of the Old Iron King,PlayStation3,Not specified,FromSoftware,8.3,8.1,2014,"Role-Playing, Action RPG"
2374,NBA Ballers,PlayStation2,Not specified,Midway,8.3,8.8,2004,"Sports, Traditional, Basketball, Arcade"
2375,Genma Onimusha,Xbox,Not specified,Capcom,8.3,8.6,2002,"Action, Adventure, Fantasy"
2376,Space Station Silicon Valley,Nintendo64,Not specified,DMADesign,8.3,8.3,1998,"Action, Platformer, 3D"
2377,Persona 4 Arena,Xbox360,Not specified,ArcSystemWorks,8.3,4.6,2012,"Action, Fighting, Fighting, 2D, 2D"
2378,The Elder Scrolls Online: Summerset,PC,Not specified,ZeniMaxMedia,8.3,6.1,2018,"Role-Playing, Massively Multiplayer"
2379,The Blackwell Epiphany,PC,Not specified,WadjetEyeGames,8.3,7.6,2014,"General, General, Adventure, Point-and-Click"
2380,The Lord of the Rings Online: Siege of Mirkwood,PC,Not specified,TurbineInc.,8.3,7.1,2009,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy"
2381,Sine Mora,Xbox360,Not specified,"DigitalReality,GrasshopperManufacture",8.3,7.4,2012,"Action, Shooter, Shooter, Scrolling, Scrolling, ""Shoot-Em-Up"", Vertical, Horizontal"
2382,One Finger Death Punch 2,PC,Not specified,SilverDollarGames,8.3,8.1,2019,"Action, General"
2383,Retro City Rampage DX,3DS,Not specified,VblankEntertainmentInc.,8.3,7.5,2014,"Action, Adventure, Adventure, Modern, 3D, Open-World, Third-Person, Modern"
2384,Out of the Park Baseball 10,PC,Not specified,OutOfTheParkDevelopments,8.3,7.6,2009,"Sports, Traditional, Baseball, Management"
2385,Need for Speed: Shift,Xbox360,Not specified,SlightlyMadStudios,8.3,6.4,2009,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile"
2386,Colin McRae Rally 2005,Xbox,Not specified,Codemasters,8.3,7.5,2004,"Driving, Racing, Rally / Offroad"
2387,Crash Bandicoot 4: Its About Time,XboxOne,Not specified,ToysforBob,8.3,8.5,2020,"Action, Platformer, 3D"
2388,Tomb Raider: Anniversary,PC,Not specified,NixxesSoftware,8.3,8.0,2007,"Action, Adventure, Modern, Modern, Linear"
2389,Need for Speed: Most Wanted,Xbox360,Not specified,EACanada,8.3,8.6,2005,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile"
2390,Bangai-O Spirits,DS,Not specified,Treasure,8.3,7.8,2008,"Action, Shooter, Shooter, Scrolling, Scrolling, ""Shoot-Em-Up"", Vertical"
2391,The Forest,PC,Not specified,SKSGames,8.3,7.3,2018,"Horror, Horror, Action, Adventure, Survival"
2392,Tekken Tag Tournament 2: Wii U Edition,WiiU,Not specified,NamcoBandaiGames,8.3,8.0,2012,"Action, Fighting, Fighting, 3D, 3D"
2393,Call of Duty: Modern Warfare Remastered,PlayStation4,Not specified,InfinityWard,8.3,7.1,2016,"Arcade, Action, Shooter, First-Person, Tactical"
2394,Need for Speed: Shift,PC,Not specified,SlightlyMadStudios,8.3,5.9,2009,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile"
2395,MLB The Show 20,PlayStation4,Not specified,SCEASanDiegoStudios,8.3,6.6,2020,"Sports, Team, Baseball, Sim"
2396,Hearts of Iron II,PC,Not specified,ParadoxDevelopmentStudio,8.3,8.5,2005,"Strategy, Real-Time, Military, General, Military"
2397,Pinball Hall of Fame: The Williams Collection,Xbox360,Not specified,FarsightStudios,8.3,8.3,2009,"Action, Miscellaneous, Parlor, Pinball, Pinball"
2398,Final Fantasy XIII,PlayStation3,Not specified,SquareEnix,8.3,7.2,2010,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
2399,NCAA Football 10,Xbox360,Not specified,EATiburon,8.3,6.7,2009,"Sports, Traditional, Team, Football, Sim, Sim"
2400,Final Fantasy XIII,PlayStation3,Not specified,SquareEnix,8.3,7.2,2010,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
2401,NCAA Football 10,Xbox360,Not specified,EATiburon,8.3,6.7,2009,"Sports, Traditional, Team, Football, Sim, Sim"
2402,ZEN Pinball 2: Portal Pinball,PlayStation4,Not specified,ZenStudios,8.3,4.9,2015,"Action, Pinball"
2403,Star Wars Pinball,WiiU,Not specified,ZenStudios,8.3,7.1,2013,"Action, Miscellaneous, Parlor, Pinball, Pinball"
2404,TimeSplitters: Future Perfect,Xbox,Not specified,FreeRadicalDesign,8.3,8.9,2005,"Action, Shooter, First-Person, Sci-Fi"
2405,FIFA Soccer 11,PC,Not specified,EASports,8.3,7.7,2010,"Sports, Traditional, Team, Soccer, Sim, Sim"
2406,Project CARS,PC,Not specified,SlightlyMadStudios,8.3,7.1,2015,"Driving, General, Racing, Simulation, General, Automobile"
2407,Crush,PlayStationPortable,Not specified,ZoeMode,8.3,8.2,2007,"Action, Platformer, Platformer, 3D, 3D"
2408,Total War: WARHAMMER II - Curse of the Vampire Coast,PC,Not specified,CreativeAssembly,8.3,7.6,2018,"Strategy, Real-Time, Tactics"
2409,Guardian Heroes,Xbox360,Not specified,Treasure,8.3,8.1,2011,"Role-Playing, Action RPG, Action RPG"
2410,Ring Fit Adventure,Switch,Not specified,Nintendo,8.3,8.7,2019,"Miscellaneous, Exercise / Fitness"
2411,Borderlands,PlayStation3,Not specified,GearboxSoftware,8.3,7.8,2009,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
2412,Duck Game,Switch,Not specified,LandonPodbielski,8.3,7.9,2019,"Action, General"
2413,Need for Speed Underground,Xbox,Not specified,ElectronicArts,8.3,8.4,2003,"Driving, Racing, GT / Street"
2414,Freedom Fighters,GameCube,Not specified,IoInteractive,8.3,7.5,2003,"Action, Shooter, Third-Person, Tactical, Modern"
2415,High Heat Major League Baseball 2004,Xbox,Not specified,3DO,8.3,7.6,2003,"Sports, Traditional, Baseball, Arcade"
2416,FIFA Soccer 2003,PC,Not specified,EACanada,8.3,6.9,2002,"Sports, Traditional, Team, Soccer, Sim, Sim"
2417,Icewind Dale II,PC,Not specified,BlackIsleStudios,8.3,8.3,2002,"Role-Playing, PC-style RPG, PC-style RPG, Western-Style"
2418,Age of Empires,PC,Not specified,EnsembleStudios,8.3,8.7,1997,"Strategy, Real-Time, Historic, Historic, Command"
2419,EverQuest II: Echoes of Faydwer,PC,Not specified,SonyOnlineEntertainment,8.3,8.6,2006,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy"
2420,Pocket Card Jockey,3DS,Not specified,GameFreak,8.3,8.0,2016,"Miscellaneous, Board / Card Game"
2421,Dragon Quest Builders,PlayStation4,Not specified,SquareEnix,8.3,8.1,2016,"Action, Adventure, Sandbox"
2422,Transistor,PlayStation4,Not specified,SupergiantGames,8.3,8.2,2014,"Role-Playing, Action RPG, Action RPG"
2423,Bleach: The Blade of Fate,DS,Not specified,Treasure,8.3,7.3,2007,"Action, Fighting, Fighting, 2D, 2D"
2424,The Yakuza Remastered Collection,PlayStation4,Not specified,RyugaGotokuStudios,8.3,7.3,2019,"Miscellaneous, Compilation"
2425,Lumines: Electronic Symphony,PlayStationVita,Not specified,QEntertainment,8.3,7.9,2012,"Miscellaneous, Puzzle, General, Puzzle, Matching, General"
2426,Prince of Persia: Warrior Within,Xbox,Not specified,UbisoftMontreal,8.3,7.8,2004,"Action, Adventure, Fantasy"
2427,Splatoon 2,Switch,Not specified,Nintendo,8.3,8.5,2017,"Action, Shooter, Third-Person, Arcade"
2428,Dark Souls II: Crown of the Ivory King,Xbox360,Not specified,NamcoBandaiGames,8.3,8.5,2014,"Role-Playing, Action RPG"
2429,Yokus Island Express,PlayStation4,Not specified,VillaGorilla,8.3,7.5,2018,"Action, Pinball"
2430,Everyday Shooter,PlayStation3,Not specified,BackboneEntertainment,8.3,7.3,2007,"Action, Shooter, Shooter, Static, Static, ""Shoot-Em-Up"", Top-Down"
2431,Crackdown,Xbox360,Not specified,RealtimeWorlds,8.3,7.9,2007,"Action, Action, Adventure, Shooter, Shooter, Open-World, Third-Person, Sci-Fi, Sci-Fi"
2432,EverQuest II,PC,Not specified,SonyOnlineEntertainment,8.3,7.4,2004,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy"
2433,Yakuza 6: The Song of Life,PlayStation4,Not specified,RyugaGotokuStudios,8.3,8.3,2018,"Action, Adventure, Open-World"
2434,Call of Duty 3,Xbox,Not specified,Treyarch,8.3,7.5,2006,"Action, Shooter, First-Person, Historic"
2435,UFC Undisputed 2009,Xbox360,Not specified,Yukes,8.3,7.9,2009,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling"
2436,Fable: The Lost Chapters,Xbox,Not specified,LionheadStudios,8.3,8.6,2005,"Role-Playing, Action RPG"
2437,NBA 2K19,XboxOne,Not specified,VisualConcepts,8.3,2.8,2018,"Sports, Team, Basketball, Arcade, Sim"
2438,Terraria,PC,Not specified,Re-Logic,8.3,8.7,2011,"Action, Action, Adventure, Platformer, Platformer, Sandbox, 2D, 2D"
2439,Madden NFL 09,Xbox360,Not specified,EATiburon,8.3,6.9,2008,"Sports, Traditional, Team, Football, Sim, Sim"
2440,Destiny 2,PC,Not specified,"BungieSoftware,Bungie",8.3,4.2,2017,"Action, Shooter, First-Person, Arcade"
2441,Final Fantasy XIV Online: A Realm Reborn,PC,Not specified,SquareEnix,8.3,7.2,2013,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy"
2442,MLB 06: The Show,PlayStation2,Not specified,SCEASanDiegoStudios,8.3,8.6,2006,"Sports, Traditional, Baseball, Sim"
2443,Magic: Duels of the Planeswalkers 2014,Xbox360,Not specified,StainlessGames,8.3,5.5,2013,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle"
2444,Card Hunter (2013),PC,Not specified,BlueManchu,8.3,7.7,2013,"Strategy, General"
2445,Sam & Max: The Devils Playhouse - Episode 2: The Tomb of Sammun-Mak,PC,Not specified,TelltaleGames,8.3,7.5,2010,"Miscellaneous, Adventure, General, 3D, Compilation, Third-Person"
2446,Madden NFL 17,XboxOne,Not specified,EASports,8.3,5.4,2016,"Sports, Team, Football, Sim"
2447,Just Cause 2,PlayStation3,Not specified,AvalancheStudios,8.3,8.0,2010,"Action, Adventure, Modern, Modern, Open-World"
2448,Picross DS,DS,Not specified,JupiterCorporation,8.3,8.0,2007,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic"
2449,Fight Night Round 3,PlayStation3,Not specified,EAChicago,8.3,7.9,2006,"Sports, Traditional, Individual, Boxing, Boxing, Combat, Boxing / Martial Arts"
2450,Spider-Man 2,Xbox,Not specified,Treyarch,8.3,8.3,2004,"Action, Adventure, Sci-Fi"
2451,Spiritfarer,Switch,Not specified,ThunderLotusGames,8.3,8.1,2020,"Action, Adventure, Sandbox"
2452,Knights and Bikes,Switch,Not specified,FoamSwordGames,8.3,8.3,2020,"Action, Adventure, General"
2453,Shovel Knight: King of Cards,Switch,Not specified,YachtClubGames,8.3,7.9,2019,"Action, Platformer, 2D"
2454,Battle Chef Brigade,PlayStation4,Not specified,TrinketStudios,8.3,0,2018,"Action, ""Beat-Em-Up"", 2D"
2455,The Banner Saga 3,Switch,Not specified,Stoic,8.3,8.3,2018,"Strategy, Turn-Based, Tactics"
2456,Steins;Gate,PlayStation3,Not specified,Nitro+,8.3,8.6,2015,"Adventure, General, Visual Novel"
2457,SteamWorld Dig,XboxOne,Not specified,Image&Form,8.3,7.8,2015,"Action, Action, Adventure, General, Platformer, 2D"
2458,Oddworld: Strangers Wrath HD,PlayStationVita,Not specified,JustAddWater,8.3,8.1,2012,"Action, Adventure, Fantasy, General, Fantasy"
2459,NHL 13,Xbox360,Not specified,ElectronicArts,8.3,6.6,2012,"Sports, Traditional, Team, Ice Hockey, Sim, Sim"
2460,Madden NFL 13,PlayStation3,Not specified,EATiburon,8.3,5.5,2012,"Sports, Traditional, Team, Football, Sim, Sim"
2461,Fallout: New Vegas - Old World Blues,Xbox360,Not specified,ObsidianEntertainment,8.3,8.2,2011,"Role-Playing, First-Person, First-Person, Western-Style"
2462,Darksiders,PC,Not specified,VigilGames,8.3,7.7,2010,"Action, Adventure, Modern, Fantasy, Modern, Open-World"
2463,Clubhouse Games,DS,Not specified,Agenda,8.3,7.8,2006,"Miscellaneous, Board Games, Board Games, Board / Card Game, Party / Minigame"
2464,Super Puzzle Fighter II,GameBoyAdvance,Not specified,AtomicPlanetEntertainment,8.3,0,2003,"Miscellaneous, Puzzle, Matching"
2465,Tom Clancys Rainbow Six 3: Raven Shield,PC,Not specified,UbisoftMontreal,8.3,8.7,2003,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern"
2466,Xenosaga Episode I: Der Wille zur Macht,PlayStation2,Not specified,MonolithSoft,8.3,8.7,2003,"Role-Playing, Console-style RPG"
2467,World of Outlaws: Sprint Cars,PC,Not specified,Ratbag,8.3,7.2,2003,"Driving, Racing, Simulation, Arcade, Stock Car, Other, Automobile"
2468,Street Fighter Alpha 3,GameBoyAdvance,Not specified,CrawfishInteractive,8.3,8.2,2002,"Action, Fighting, 2D"
2469,Colin McRae Rally 2.0,PC,Not specified,Codemasters,8.3,8.6,2001,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile"
2470,Combat Flight Simulator 2: WWII Pacific Theater,PC,Not specified,MicrosoftGameStudios,8.3,7.0,2000,"Simulation, Flight, WWII, WWII, Combat"
2471,Resistance 3,PlayStation3,Not specified,InsomniacGames,8.3,7.8,2011,"Action, Shooter, Shooter, First-Person, Sci-Fi, Modern, Sci-Fi, Arcade"
2472,Orcs Must Die! 2,PC,Not specified,RobotEntertainment,8.3,7.9,2012,"Action, Strategy, General, Real-Time, General, Defense"
2473,Metro Redux,PlayStation4,Not specified,4AGames,8.3,8.0,2014,"Action, Miscellaneous, Shooter, Compilation, First-Person, Sci-Fi"
2474,Octopath Traveler,Switch,Not specified,"SquareEnix,Acquire",8.3,8.5,2018,"General, Role-Playing, Japanese-Style"
2475,BYE-BYE BOXBOY!,3DS,Not specified,HALLabs,8.3,7.9,2017,"Puzzle, Action"
2476,Ratchet & Clank Collection,PlayStation3,Not specified,"IdolMinds,InsomniacGames",8.3,8.4,2012,"Action, Platformer, 3D, Miscellaneous, Compilation, Compilation"
2477,Hitman,PC,Not specified,IoInteractive,8.3,7.5,2016,"Modern, Action, Adventure, General"
2478,Picross 3D,DS,Not specified,HALLabs,8.3,8.1,2010,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic"
2479,Gunstar Super Heroes,GameBoyAdvance,Not specified,Treasure,8.3,7.8,2005,"Action, Shooter, Scrolling"
2480,Madden NFL 07,Xbox,Not specified,EATiburon,8.3,7.4,2006,"Sports, Traditional, Football, Sim"
2481,Stretchmo,3DS,Not specified,IntelligentSystems,8.3,7.9,2015,"Puzzle, Action"
2482,The Misadventures of P.B. Winterbottom,Xbox360,Not specified,TheOddGentlemen,8.3,7.5,2010,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
2483,Mega Man Zero / ZX Legacy Collection,Switch,Not specified,Capcom,8.3,8.5,2020,"Miscellaneous, Compilation"
2484,The Swapper,PlayStation4,Not specified,FacepalmGames,8.3,7.6,2014,"Action, Platformer, 2D"
2485,Mighty Flip Champs!,DS,Not specified,WayForward,8.3,7.7,2009,"Puzzle, Action, General, General"
2486,Persona 2: Eternal Punishment,PlayStation,Not specified,AtlusCo.,8.3,4.4,2000,"Role-Playing, Console-style RPG"
2487,Prey (2006),PC,Not specified,HumanHeadStudios,8.3,7.9,2006,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
2488,LEGO Marvel Super Heroes,PlayStation4,Not specified,TTGames,8.3,7.7,2013,"Action, Adventure, Fantasy, General, Fantasy, Open-World"
2489,Metal Gear Rising: Revengeance,PC,Not specified,PlatinumGames,8.3,8.0,2014,"Action, Action, Adventure, Shooter, General, Modern, Third-Person, Tactical, Modern"
2490,Tony Hawks Underground 2,Xbox,Not specified,NeversoftEntertainment,8.3,7.9,2004,"Sports, Alternative, Skateboarding"
2491,Castlevania: Lords of Shadow,Xbox360,Not specified,MercurySteam,8.3,7.9,2010,"Action, Adventure, Fantasy, General, Fantasy"
