index,name,platform,publisher,developer,cscore,uscore,date,genre
0,The Legend of Zelda: Ocarina of Time,Nintendo64,Not specified,Nintendo,9.9,9.1,1998,"Action, Adventure, Fantasy"
1,Tony Hawks Pro Skater 2,PlayStation,Not specified,NeversoftEntertainment,9.8,7.4,2000,"Sports, Alternative, Skateboarding"
2,Grand Theft Auto IV,PlayStation3,Not specified,RockstarNorth,9.8,7.6,2008,"Action, Adventure, Modern, Modern, Open-World"
3,SoulCalibur,Dreamcast,Not specified,Namco,9.8,8.5,1999,"Action, Fighting, 3D"
4,Grand Theft Auto IV,Xbox360,Not specified,RockstarNorth,9.8,7.9,2008,"Action, Adventure, Modern, Modern, Open-World"
5,Super Mario Galaxy,Wii,Not specified,Nintendo,9.7,9.0,2007,"Action, Platformer, Platformer, 3D, 3D"
6,Super Mario Galaxy 2,Wii,Not specified,NintendoEADTokyo,9.7,9.1,2010,"Action, Platformer, Platformer, 3D, 3D"
7,Red Dead Redemption 2,XboxOne,Not specified,RockstarGames,9.7,7.8,2018,"Action, Adventure, Open-World"
8,Grand Theft Auto V,XboxOne,Not specified,RockstarNorth,9.7,7.8,2014,"Action, Adventure, Modern, Open-World"
9,Grand Theft Auto V,PlayStation3,Not specified,RockstarNorth,9.7,8.3,2013,"Modern, Action, Adventure, Modern, Open-World"
10,Grand Theft Auto V,Xbox360,Not specified,RockstarNorth,9.7,8.3,2013,"Modern, Action, Adventure, Modern, Open-World"
11,Tony Hawks Pro Skater 2,Dreamcast,Not specified,Treyarch,9.7,6.2,2000,"Sports, Alternative, Skateboarding"
12,The Legend of Zelda: Breath of the Wild,Switch,Not specified,Nintendo,9.7,8.6,2017,"Action, Adventure, Open-World"
13,Tony Hawks Pro Skater 3,PlayStation2,Not specified,NeversoftEntertainment,9.7,7.6,2001,"Sports, Alternative, Skateboarding"
14,Perfect Dark,Nintendo64,Not specified,RareLtd.,9.7,8.9,2000,"Action, Shooter, First-Person, Sci-Fi"
15,Red Dead Redemption 2,PlayStation4,Not specified,RockstarGames,9.7,8.4,2018,"Action, Adventure, Open-World"
16,Grand Theft Auto V,PlayStation4,Not specified,RockstarNorth,9.7,8.4,2014,"Action, Adventure, Modern, Open-World"
17,Metroid Prime,GameCube,Not specified,RetroStudios,9.7,9.2,2002,"Action, Shooter, First-Person, Sci-Fi"
18,Grand Theft Auto III,PlayStation2,Not specified,DMADesign,9.7,8.4,2001,"Action, Adventure, Modern"
19,Super Mario Odyssey,Switch,Not specified,Nintendo,9.7,8.9,2017,"Action, Platformer, 3D"
20,Halo: Combat Evolved,Xbox,Not specified,BungieSoftware,9.7,8.5,2001,"Action, Shooter, First-Person, Sci-Fi"
21,NFL 2K1,Dreamcast,Not specified,VisualConcepts,9.7,6.4,2000,"Sports, Traditional, Football, Sim"
22,Half-Life 2,PC,Not specified,ValveSoftware,9.6,9.1,2004,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
23,Grand Theft Auto V,PC,Not specified,RockstarNorth,9.6,7.8,2015,"Modern, Action, Adventure, Open-World"
24,The Legend of Zelda: Breath of the Wild,WiiU,Not specified,Nintendo,9.6,8.2,2017,"Fantasy, Fantasy, Action, Adventure, Open-World"
25,BioShock,Xbox360,Not specified,"IrrationalGames,2KMarin",9.6,8.9,2007,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
26,GoldenEye 007,Nintendo64,Not specified,RareLtd.,9.6,9.0,1997,"Action, Shooter, First-Person, Modern"
27,Uncharted 2: Among Thieves,PlayStation3,Not specified,NaughtyDog,9.6,8.8,2009,"Action, Adventure, Modern, Modern, Linear"
28,Resident Evil 4,GameCube,Not specified,Capcom,9.6,9.2,2005,"Action, Adventure, Horror"
29,The Orange Box,Xbox360,Not specified,ValveSoftware,9.6,8.8,2007,"Action, Miscellaneous, Shooter, Compilation, First-Person, Sci-Fi"
30,The Orange Box,PC,Not specified,ValveSoftware,9.6,9.2,2007,"Action, Miscellaneous, Shooter, Compilation, First-Person, Sci-Fi"
31,Batman: Arkham City,PlayStation3,Not specified,RocksteadyStudios,9.6,8.8,2011,"Action, Adventure, Fantasy, Fantasy, Open-World"
32,Tekken 3,PlayStation,Not specified,Namco,9.6,9.1,1998,"Action, Fighting, 3D"
33,Mass Effect 2,Xbox360,Not specified,BioWare,9.6,8.9,2010,"Role-Playing, Action RPG, Action RPG"
34,The Legend of Zelda: Twilight Princess,GameCube,Not specified,Nintendo,9.6,8.9,2006,"Action, Adventure, Fantasy"
35,The Elder Scrolls V: Skyrim,Xbox360,Not specified,BethesdaGameStudios,9.6,8.6,2011,"Role-Playing, First-Person, First-Person, Western-Style"
36,Half-Life,PC,Not specified,ValveSoftware,9.6,9.0,1998,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
37,Resident Evil 4,PlayStation2,Not specified,Capcom,9.6,9.0,2005,"Action, Adventure, Horror"
38,The Legend of Zelda: The Wind Waker,GameCube,Not specified,Nintendo,9.6,9.0,2003,"Action, Adventure, Fantasy"
39,Gran Turismo,PlayStation,Not specified,PolyphonyDigital,9.6,8.7,1998,"Driving, Racing, GT / Street"
40,BioShock,PC,Not specified,"IrrationalGames,2KMarin",9.6,8.6,2007,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
41,Metal Gear Solid 2: Sons of Liberty,PlayStation2,Not specified,KCEJ,9.6,8.8,2001,"Action, Adventure, Modern"
42,Grand Theft Auto Double Pack,Xbox,Not specified,RockstarNorth,9.6,8.0,2003,"Miscellaneous, Compilation"
43,Baldurs Gate II: Shadows of Amn,PC,Not specified,BioWare,9.5,9.1,2000,"Role-Playing, PC-style RPG, PC-style RPG, Western-Style"
44,Grand Theft Auto: San Andreas,PlayStation2,Not specified,RockstarNorth,9.5,9.1,2004,"Action, Adventure, Modern"
45,Grand Theft Auto: Vice City,PlayStation2,Not specified,RockstarNorth,9.5,8.8,2002,"Action, Adventure, Modern"
46,LittleBigPlanet,PlayStation3,Not specified,"SCE/WWS,MediaMolecule",9.5,6.8,2008,"Action, Platformer, Platformer, 3D, 2D, 3D"
47,The Legend of Zelda Collectors Edition,GameCube,Not specified,Nintendo,9.5,9.0,2003,"Action, Adventure, Fantasy"
48,Red Dead Redemption,PlayStation3,Not specified,RockstarSanDiego,9.5,8.9,2010,"Action, Shooter, Third-Person, Historic, Action, Adventure, Historic, Historic, Open-World"
49,Gran Turismo 3: A-Spec,PlayStation2,Not specified,PolyphonyDigital,9.5,8.4,2001,"Driving, Racing, GT / Street"
50,Halo 2,Xbox,Not specified,BungieSoftware,9.5,8.4,2004,"Action, Shooter, First-Person, Sci-Fi"
51,The Legend of Zelda: A Link to the Past,GameBoyAdvance,Not specified,Capcom,9.5,9.0,2002,"Action, Adventure, Fantasy"
52,The Legend of Zelda: Majoras Mask,Nintendo64,Not specified,Nintendo,9.5,9.2,2000,"Action, Adventure, Fantasy"
53,The Last of Us,PlayStation3,Not specified,NaughtyDog,9.5,9.2,2013,"Modern, Adventure, General, Action, Adventure, General, Modern"
54,The Legend of Zelda: Twilight Princess,Wii,Not specified,Nintendo,9.5,8.9,2006,"Action, Adventure, Fantasy, General, Fantasy, Open-World"
55,Madden NFL 2003,PlayStation2,Not specified,EASports,9.5,7.5,2002,"Sports, Traditional, Football, Sim"
56,Tony Hawks Pro Skater 2,GameBoyAdvance,Not specified,VicariousVisions,9.5,6.8,2001,"Sports, Alternative, Skateboarding"
57,Persona 5 Royal,PlayStation4,Not specified,Atlus,9.5,8.2,2020,"Role-Playing, Japanese-Style"
58,The Last of Us Remastered,PlayStation4,Not specified,NaughtyDog,9.5,9.2,2014,"Action, Adventure, General, Modern"
59,Portal 2,PC,Not specified,ValveSoftware,9.5,9.1,2011,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
60,Red Dead Redemption,Xbox360,Not specified,RockstarSanDiego,9.5,9.0,2010,"Action, Action, Adventure, Shooter, Historic, Historic, Open-World, Third-Person, Historic"
61,Portal 2,Xbox360,Not specified,ValveSoftware,9.5,8.7,2011,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
62,Metal Gear Solid V: The Phantom Pain,XboxOne,Not specified,"KojimaProductions,MobyDickStudio",9.5,7.4,2015,"Modern, Modern, Action, Adventure, Open-World"
63,Portal 2,PlayStation3,Not specified,ValveSoftware,9.5,8.5,2011,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
64,World of Goo,Wii,Not specified,2DBoy,9.4,8.7,2008,"Miscellaneous, Puzzle, Action, Puzzle, General, Puzzle, General"
65,The Elder Scrolls V: Skyrim,PC,Not specified,BethesdaGameStudios,9.4,8.3,2011,"Role-Playing, First-Person, First-Person, Western-Style"
66,BioShock Infinite,PlayStation3,Not specified,IrrationalGames,9.4,8.5,2013,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
67,Final Fantasy IX,PlayStation,Not specified,SquareSoft,9.4,9.0,2000,"Role-Playing, Console-style RPG"
68,Call of Duty: Modern Warfare 2,PlayStation3,Not specified,InfinityWard,9.4,6.6,2009,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade"
69,God of War,PlayStation4,Not specified,SCESantaMonica,9.4,9.2,2018,"Action, Adventure, Linear"
70,Tony Hawks Pro Skater 4,PlayStation2,Not specified,NeversoftEntertainment,9.4,8.4,2002,"Sports, Alternative, Skateboarding"
71,Devil May Cry,PlayStation2,Not specified,Capcom,9.4,8.6,2001,"Action, Adventure, Fantasy"
72,Call of Duty 4: Modern Warfare,PlayStation3,Not specified,InfinityWard,9.4,8.4,2007,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade"
73,Madden NFL 2002,PlayStation2,Not specified,EASports,9.4,7.3,2001,"Sports, Traditional, Football, Sim"
74,Batman: Arkham City,Xbox360,Not specified,RocksteadyStudios,9.4,8.7,2011,"Action, Adventure, Fantasy, Fantasy, Open-World"
75,Mass Effect 2,PC,Not specified,BioWare,9.4,8.9,2010,"Role-Playing, Action RPG, Action RPG"
76,The Legend of Zelda: Ocarina of Time 3D,3DS,Not specified,GREZZO,9.4,9.0,2011,"Miscellaneous, Action, Adventure, Fantasy, Fantasy, Compilation, Open-World"
77,Chrono Cross,PlayStation,Not specified,SquareSoft,9.4,8.8,2000,"Role-Playing, Console-style RPG"
78,Celeste,XboxOne,Not specified,MattMakesGamesInc.,9.4,7.1,2018,"Action, Platformer, 2D"
79,BioShock,PlayStation3,Not specified,"DigitalExtremes,2KMarin",9.4,8.8,2008,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
80,Mass Effect 2,PlayStation3,Not specified,BioWare,9.4,8.6,2011,"Role-Playing, Action RPG, Action RPG"
81,Grand Theft Auto: Vice City,PC,Not specified,RockstarNorth,9.4,8.8,2003,"Action, Adventure, Modern, Modern, Open-World"
82,Madden NFL 2004,PlayStation2,Not specified,EATiburon,9.4,8.2,2003,"Sports, Traditional, Football, Sim"
83,Gears of War,Xbox360,Not specified,EpicGames,9.4,8.3,2006,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade"
84,The Elder Scrolls IV: Oblivion,Xbox360,Not specified,BethesdaSoftworks,9.4,8.7,2006,"Role-Playing, First-Person, First-Person, Western-Style"
85,Sid Meiers Civilization II,PC,Not specified,MPSLabs,9.4,8.8,1996,"Strategy, Turn-Based, Historic, General, Historic, 4X"
86,Quake,PC,Not specified,idSoftware,9.4,8.8,1996,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
87,Call of Duty 4: Modern Warfare,Xbox360,Not specified,InfinityWard,9.4,8.5,2007,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade"
88,BioShock Infinite,PC,Not specified,IrrationalGames,9.4,8.6,2013,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
89,Halo 3,Xbox360,Not specified,"BungieSoftware,Bungie",9.4,8.0,2007,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
90,Ninja Gaiden Black,Xbox,Not specified,TeamNinja,9.4,8.8,2005,"Action, Adventure, Fantasy"
91,The Elder Scrolls IV: Oblivion,PC,Not specified,BethesdaSoftworks,9.4,8.1,2006,"Role-Playing, First-Person, First-Person, Western-Style"
92,Street Fighter IV,PlayStation3,Not specified,Capcom,9.4,7.4,2009,"Action, Fighting, Fighting, 3D, 2D, 3D"
93,Super Mario Advance 4: Super Mario Bros. 3,GameBoyAdvance,Not specified,Nintendo,9.4,8.9,2003,"Action, Platformer, 2D"
94,Jet Grind Radio,Dreamcast,Not specified,Smilebit,9.4,8.1,2000,"Action, Platformer, 3D"
95,Metal Gear Solid,PlayStation,Not specified,KCEJ,9.4,9.2,1998,"Action, Adventure, Modern"
96,Grim Fandango,PC,Not specified,LucasArts,9.4,9.1,1998,"Adventure, General, General, 3D, Third-Person, Fantasy"
97,Tom Clancys Splinter Cell Chaos Theory,Xbox,Not specified,UbisoftMontreal,9.4,9.0,2005,"Action, Adventure, Modern"
98,Burnout 3: Takedown,Xbox,Not specified,CriterionGames,9.4,7.7,2004,"Driving, Racing, Arcade"
99,Diablo,PC,Not specified,BlizzardEntertainment,9.4,8.7,1996,"Role-Playing, Action RPG, Action RPG"
100,Metal Gear Solid 3: Subsistence,PlayStation2,Not specified,Aspect,9.4,9.1,2006,"Action, Adventure, Modern"
101,Call of Duty: Modern Warfare 2,Xbox360,Not specified,InfinityWard,9.4,6.5,2009,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade"
102,Metal Gear Solid 4: Guns of the Patriots,PlayStation3,Not specified,KojimaProductions,9.4,8.8,2008,"Action, Adventure, Modern, General, Modern"
103,NCAA Football 2004,PlayStation2,Not specified,EASports,9.4,8.3,2003,"Sports, Traditional, Football, Sim"
104,God of War,PlayStation2,Not specified,SCESantaMonica,9.4,8.9,2005,"Action, Adventure, Fantasy"
105,Star Wars: Knights of the Old Republic,Xbox,Not specified,BioWare,9.4,9.1,2003,"Role-Playing, Third-Person"
106,Sid Meiers Civilization IV,PC,Not specified,FiraxisGames,9.4,8.3,2005,"Strategy, Turn-Based, Historic, Historic, 4X"
107,Madden NFL 2004,GameCube,Not specified,EATiburon,9.4,7.1,2003,"Sports, Traditional, Football, Sim"
108,Virtua Fighter 4,PlayStation2,Not specified,SegaAM2,9.4,8.1,2002,"Action, Fighting, 3D"
109,Super Mario 64,Nintendo64,Not specified,Nintendo,9.4,9.2,1996,"Action, Platformer, 3D"
110,The Witcher 3: Wild Hunt,PC,Not specified,CDProjektRedStudio,9.3,9.4,2015,"Action RPG, Role-Playing, Action RPG"
111,Burnout 3: Takedown,PlayStation2,Not specified,CriterionGames,9.3,9.0,2004,"Driving, Racing, Arcade"
112,Super Smash Bros. Brawl,Wii,Not specified,GameArts,9.3,8.8,2008,"Action, Fighting, Fighting, 3D, 2D, 3D"
113,Company of Heroes,PC,Not specified,Relic,9.3,8.8,2006,"Strategy, Real-Time, Historic, General, Historic"
114,Gran Turismo 2,PlayStation,Not specified,PolyphonyDigital,9.3,9.0,1999,"Driving, Racing, GT / Street"
115,The Last of Us Part II,PlayStation4,Not specified,NaughtyDog,9.3,5.7,2020,"General, Action, Adventure, Survival"
116,Tom Clancys Splinter Cell Pandora Tomorrow,Xbox,Not specified,UbisoftShanghai,9.3,8.6,2004,"Action, Adventure, Modern"
117,Grand Theft Auto: Chinatown Wars,DS,Not specified,RockstarLeeds,9.3,8.3,2009,"Action, Adventure, Modern, Modern, Open-World"
118,Divinity: Original Sin II - Definitive Edition,Switch,Not specified,"LarianStudiosGames,BlitWorks,TheDragonCommanders",9.3,8.6,2019,"Role-Playing, Western-Style"
119,Pac-Man Championship Edition DX,Xbox360,Not specified,NamcoBandaiGames,9.3,7.6,2010,"Adventure, General, Action, General, General, Arcade"
120,Street Fighter Alpha 3,PlayStation,Not specified,Capcom,9.3,8.5,1999,"Action, Fighting, 2D"
121,Tony Hawks Pro Skater 3,Xbox,Not specified,NeversoftEntertainment,9.3,7.6,2002,"Sports, Alternative, Skateboarding"
122,Hades,Switch,Not specified,SupergiantGames,9.3,9.1,2020,"Action, Adventure, General, Linear"
123,Half-Life: Alyx,PC,Not specified,ValveSoftware,9.3,9.1,2020,"Action, First-Person, Shooter, Arcade"
124,Divinity: Original Sin II,PC,Not specified,LarianStudiosGames,9.3,8.8,2017,"Action RPG, Role-Playing, Western-Style"
125,Unreal Tournament 2004,PC,Not specified,EpicGames,9.3,8.8,2004,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
126,BioShock Infinite,Xbox360,Not specified,IrrationalGames,9.3,8.6,2013,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
127,Braid,Xbox360,Not specified,NumberNoneInc.,9.3,8.5,2008,"Action, Platformer, Platformer, 2D, 2D"
128,God of War II,PlayStation2,Not specified,SCESantaMonica,9.3,8.9,2007,"Action, Adventure, Fantasy"
129,Super Mario 3D World,WiiU,Not specified,Nintendo,9.3,8.9,2013,"Platformer, 3D, Action, Platformer, 3D"
130,Ori and the Will of the Wisps,Switch,Not specified,MoonStudios,9.3,8.9,2020,"Action, Platformer, 2D"
131,Starcraft II: Wings of Liberty,PC,Not specified,BlizzardEntertainment,9.3,8.3,2010,"Strategy, Real-Time, Sci-Fi, Command"
132,SSX,PlayStation2,Not specified,EASportsBig,9.3,8.2,2000,"Sports, Alternative, Snowboarding"
133,Street Fighter IV,Xbox360,Not specified,Capcom,9.3,7.3,2009,"Action, Fighting, Fighting, 3D, 2D, 3D"
134,Minecraft,PC,Not specified,MojangAB,9.3,7.9,2011,"Action, Adventure, Adventure, 3D, Sandbox, First-Person, Fantasy, Fantasy"
135,Undertale,Switch,Not specified,"tobyfox,8-4",9.3,8.0,2018,"Role-Playing, Japanese-Style"
136,Persona 4 Golden,PlayStationVita,Not specified,Atlus,9.3,8.6,2012,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
137,Persona 5,PlayStation4,Not specified,Atlus,9.3,8.7,2017,"Role-Playing, Japanese-Style"
138,Red Dead Redemption 2,PC,Not specified,RockstarGames,9.3,5.5,2019,"Action, Adventure, Open-World"
139,SSX 3,PlayStation2,Not specified,EACanada,9.3,8.8,2003,"Sports, Alternative, Snowboarding"
140,Tom Clancys Splinter Cell,Xbox,Not specified,UbisoftMontreal,9.3,8.6,2002,"Action, Adventure, Modern"
141,Grand Theft Auto III,PC,Not specified,"DMADesign,RockstarNorth",9.3,8.3,2002,"Action, Adventure, Modern, Modern, Open-World"
142,Quake III Arena,Dreamcast,Not specified,Raster,9.3,8.3,2000,"Action, Shooter, First-Person, Sci-Fi"
143,Homeworld,PC,Not specified,Relic,9.3,8.8,1999,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command"
144,Okami,PlayStation2,Not specified,CloverStudio,9.3,9.1,2006,"Action, Adventure, Fantasy"
145,The Elder Scrolls IV: Oblivion,PlayStation3,Not specified,4JStudios,9.3,8.1,2007,"Role-Playing, First-Person, First-Person, Western-Style"
146,Fallout 3,Xbox360,Not specified,BethesdaGameStudios,9.3,8.5,2008,"Role-Playing, First-Person, First-Person, Western-Style"
147,Gears of War 2,Xbox360,Not specified,EpicGames,9.3,7.8,2008,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade"
148,SoulCalibur II,GameCube,Not specified,Namco,9.3,8.9,2003,"Action, Fighting, 3D"
149,World Soccer Winning Eleven 6 International,PlayStation2,Not specified,KCET,9.3,8.3,2003,"Sports, Traditional, Soccer, Sim"
150,NFL 2K3,PlayStation2,Not specified,VisualConcepts,9.3,7.3,2002,"Sports, Traditional, Football, Sim"
151,Mass Effect 3,Xbox360,Not specified,BioWare,9.3,5.9,2012,"Role-Playing, Action RPG, Action RPG"
152,Metal Gear Solid V: The Phantom Pain,PlayStation4,Not specified,"KojimaProductions,MobyDickStudio",9.3,8.2,2015,"Modern, Action, Adventure, Modern, Open-World"
153,Skies of Arcadia,Dreamcast,Not specified,Overworks,9.3,8.9,2000,"Role-Playing, Console-style RPG"
154,The Legend of Zelda: Skyward Sword,Wii,Not specified,Nintendo,9.3,8.1,2011,"Action, Adventure, Fantasy, General, Fantasy, Open-World"
155,Mario Kart Super Circuit,GameBoyAdvance,Not specified,IntelligentSystems,9.3,7.9,2001,"Driving, Racing, Kart"
156,Rock Band 3,Xbox360,Not specified,HarmonixMusicSystems,9.3,8.0,2010,"Action, Miscellaneous, Rhythm, Music, Music"
157,Viewtiful Joe,GameCube,Not specified,CloverStudio,9.3,8.3,2003,"Action, ""Beat-Em-Up"""
158,Test Drive Le Mans,Dreamcast,Not specified,MelbourneHouse,9.3,8.2,2000,"Driving, Racing, GT / Street"
159,NBA 2K1,Dreamcast,Not specified,VisualConcepts,9.3,7.1,2000,"Sports, Traditional, Basketball, Sim"
160,Castlevania: Symphony of the Night,PlayStation,Not specified,Konami,9.3,9.2,1997,"Action, Platformer, 2D"
161,Star Wars: Knights of the Old Republic,PC,Not specified,BioWare,9.3,9.0,2003,"Role-Playing, Third-Person, Third-Person, General"
162,Virtua Fighter 4: Evolution,PlayStation2,Not specified,Sega,9.3,8.6,2003,"Action, Fighting, 3D"
163,Uncharted 4: A Thiefs End,PlayStation4,Not specified,NaughtyDog,9.3,8.5,2016,"General, Modern, Action, Adventure, Linear"
164,Super Smash Bros. Ultimate,Switch,Not specified,"Nintendo,HALLabs,BandaiNamcoGames,SoraLtd.",9.3,8.6,2018,"Action, Fighting, 2D"
165,Braid,PlayStation3,Not specified,"HotheadGames,NumberNoneInc.",9.3,7.8,2009,"Action, Platformer, Platformer, 2D, 2D"
166,Mass Effect 3,PlayStation3,Not specified,BioWare,9.3,5.7,2012,"Role-Playing, Action RPG, Action RPG"
167,Paper Mario,Nintendo64,Not specified,IntelligentSystems,9.3,9.1,2001,"Role-Playing, Console-style RPG"
168,Wipeout XL,PlayStation,Not specified,Psygnosis,9.3,8.6,1996,"Driving, Racing, Futuristic"
169,Grand Theft Auto: San Andreas,Xbox,Not specified,RockstarNorth,9.3,8.7,2005,"Action, Adventure, Modern"
170,Resident Evil 2,XboxOne,Not specified,CapcomR&DDivision1,9.3,8.6,2019,"Action, Adventure, Survival"
171,INSIDE,XboxOne,Not specified,PLAYDEAD,9.3,8.3,2016,"Action, Platformer, 2D"
172,World of Warcraft,PC,Not specified,BlizzardEntertainment,9.3,7.4,2004,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy"
173,Grand Theft Auto: San Andreas,PC,Not specified,RockstarNorth,9.3,8.9,2005,"Action, Adventure, Modern, Modern, Open-World"
174,Flipnote Studio,DS,Not specified,Nintendo,9.3,7.5,2009,"Miscellaneous, General, Application"
175,World Soccer Winning Eleven 7 International,PlayStation2,Not specified,KCET,9.3,8.3,2004,"Sports, Traditional, Soccer, Sim"
176,NBA 2K2,Dreamcast,Not specified,VisualConcepts,9.3,7.3,2001,"Sports, Traditional, Basketball, Sim"
177,SoulCalibur II,PlayStation2,Not specified,Namco,9.2,8.7,2003,"Action, Fighting, 3D"
178,The Elder Scrolls V: Skyrim,PlayStation3,Not specified,BethesdaGameStudios,9.2,6.6,2011,"Role-Playing, First-Person, First-Person, Western-Style"
179,Hades,PC,Not specified,SupergiantGames,9.2,9.0,2020,"Action, Adventure, General, Linear"
180,Prince of Persia: The Sands of Time,Xbox,Not specified,Ubisoft,9.2,7.8,2003,"Action, Adventure, Fantasy"
181,Call of Duty 4: Modern Warfare,PC,Not specified,InfinityWard,9.2,8.5,2007,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade"
182,Forza Horizon 4,XboxOne,Not specified,PlaygroundGames,9.2,8.1,2018,"Racing, Simulation, Automobile"
183,God of War III,PlayStation3,Not specified,SCESantaMonica,9.2,8.8,2010,"Action, Adventure, Fantasy, Fantasy, Linear"
184,Divinity: Original Sin II - Definitive Edition,XboxOne,Not specified,LarianStudiosGames,9.2,7.7,2018,"Role-Playing, Western-Style"
185,NFL 2K3,GameCube,Not specified,VisualConcepts,9.2,7.1,2002,"Sports, Traditional, Football, Sim"
186,SSX Tricky,PlayStation2,Not specified,EACanada,9.2,8.8,2001,"Sports, Alternative, Snowboarding"
187,NHL 2002,PlayStation2,Not specified,EASports,9.2,8.3,2001,"Sports, Traditional, Ice Hockey, Sim"
188,Guitar Hero II,Xbox360,Not specified,HarmonixMusicSystems,9.2,8.1,2007,"Action, Miscellaneous, Rhythm, Music, Music"
189,Prince of Persia: The Sands of Time,PlayStation2,Not specified,Ubisoft,9.2,8.8,2003,"Action, Adventure, Fantasy"
190,Uncharted 3: Drakes Deception,PlayStation3,Not specified,NaughtyDog,9.2,8.4,2011,"Action, Adventure, Modern, Modern, Linear"
191,Rock Band,Xbox360,Not specified,HarmonixMusicSystems,9.2,8.0,2007,"Action, Miscellaneous, Rhythm, Music, Music"
192,Journey,PlayStation4,Not specified,TrickyPixels,9.2,8.3,2015,"Action, Platformer, 3D"
193,Bloodborne,PlayStation4,Not specified,FromSoftware,9.2,8.9,2015,"Fantasy, Role-Playing, Action, Adventure, General, Action RPG"
194,Eternal Darkness: Sanitys Requiem,GameCube,Not specified,SiliconKnights,9.2,8.7,2002,"Action, Adventure, Horror"
195,Warcraft III: Reign of Chaos,PC,Not specified,BlizzardEntertainment,9.2,9.2,2002,"Strategy, Real-Time, Fantasy, General, Fantasy"
196,SSX 3,GameCube,Not specified,EACanada,9.2,8.7,2003,"Sports, Alternative, Snowboarding"
197,The Sims,PC,Not specified,Maxis,9.2,7.9,2000,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life"
198,Banjo-Kazooie,Nintendo64,Not specified,RareLtd.,9.2,9.1,1998,"Action, Platformer, 3D"
199,Sid Meiers Gettysburg!,PC,Not specified,FiraxisGames,9.2,7.4,1997,"Strategy, Real-Time, Wargame, Real-Time, General"
200,Celeste,Switch,Not specified,MattMakesGamesInc.,9.2,8.5,2018,"Action, Platformer, 2D"
201,Rock Band 2,Wii,Not specified,HarmonixMusicSystems,9.2,7.2,2008,"Action, Miscellaneous, Rhythm, Music, Music"
202,Forza Motorsport,Xbox,Not specified,MicrosoftGameStudios,9.2,7.6,2005,"Driving, Racing, GT / Street"
203,Madden NFL 2004,Xbox,Not specified,EATiburon,9.2,7.6,2003,"Sports, Traditional, Football, Sim"
204,Super Street Fighter IV,PlayStation3,Not specified,Capcom,9.2,7.8,2010,"Action, Fighting, Fighting, 3D, 2D, 3D"
205,World Soccer Winning Eleven 7 International,PC,Not specified,KCET,9.2,6.8,2004,"Sports, Traditional, Team, Soccer, Sim, Sim"
206,Advance Wars,GameBoyAdvance,Not specified,IntelligentSystems,9.2,8.9,2001,"Strategy, Turn-Based, Modern"
207,Vagrant Story,PlayStation,Not specified,SquareSoft,9.2,9.1,2000,"Role-Playing, Action RPG"
208,What Remains of Edith Finch,XboxOne,Not specified,GiantSparrow,9.2,7.7,2017,"Adventure, 3D, First-Person"
209,Team Fortress 2,PC,Not specified,ValveSoftware,9.2,9.1,2007,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern"
210,System Shock 2,PC,Not specified,"LookingGlassStudios,IrrationalGames",9.2,9.1,1999,"Action, Adventure, Sci-Fi, Sci-Fi, Survival"
211,Tom Clancys Splinter Cell: Chaos Theory,PC,Not specified,UbisoftMontreal,9.2,8.7,2005,"Action, Adventure, Modern, General, Modern"
212,Final Fantasy XII,PlayStation2,Not specified,SquareEnix,9.2,7.6,2006,"Role-Playing, Console-style RPG"
